id_wifi;provinsi;kota_kabupaten;kecamatan;nama_lokasi;alamat;tahun;key_kec;lat_kec;lon_kec;lat_kot;lon_kot
2661;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 016;KANTOR SEKRETARIAT RW. 016, Griya Persada Elok, kel. Mustikajaya,Mustikajaya ,Kota Bekasi ,Jawa Barat ,Indonesia ,17158;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2662;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW. 028;KANTOR SEKRETARIAT RW. 028, Perum Mutiara Gading Timur, kel. Mustikayaja,Mustikajaya ,Kota Bekasi ,Jawa Barat ,Indonesia ,17158;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2663;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;PENDOPORT. 018 RW. 014;KEL. CIMUNING,KEC. MUSTIKA JAYA.HENY / 089612648736;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2664;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;LAPANGAN BULU TANGKIS / POSYANDU;LAPANGAN BULU TANGKIS / POSYANDU, PONDOK TIMUR INDAH II RT.006/RW.007, kel. Mustikasari,Mustikasari ,Kota Bekasi ,Jawa Barat ,Indonesia ,17157;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2665;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;LAPANGAN BULUTANGKIS PB KAN KM;LAPANGAN BULUTANGKIS PB KAN KM, Kp. Kelapa Dula RT. 003 RW. 009, kel. Padurenan, Mustikajaya, Kota Bekasi, Jawa Barat, Indonesia, 17156;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2666;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MADRASAH;MADRASAH RT.004/RW.008 KEL. CIMUNING KEC. MUSTIKAJAYA;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2667;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID AL-FURQON;MASJID AL-FURQON, PERUM MAYANG PRATAMA RT.005/RW.008, kel. Mustikasari,Mustikasari ,Kota Bekasi ,Jawa Barat ,Indonesia ,17157;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2668;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID AL-HUSNAH;MASJID AL-HUSNAH, RT. 004 RW. 007, kel. Padurenan,Mustikajaya ,Kota Bekasi ,Jawa Barat ,Indonesia ,17156;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2669;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID AS-SAKINAH;MASJID AS-SAKINAH, RT. 002 RW. 008, kel. Padurenan,Mustikajaya ,Kota Bekasi ,Jawa Barat ,Indonesia ,17156;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2670;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID JAMIE AL-KHAIRIYAH;MASJID JAMIE AL-KHAIRIYAH, Jl. AMD Kp. Pabuaran RT.003/001, KELURAHAN CIMUNING, (Jl. AMD Tengah, RT.003/RW.001, Cimuning, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17155), Mustikajaya, Kota Bekasi, Jawa Barat, Indonesia,;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2671;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;MASJID PERUMAHAN GRAND MUSTIKASARI;MASJID PERUMAHAN GRAND MUSTIKASARI, PERUM GRAND MUSTIKASARI BLOK. A RT.005/RW.006, kel. Mustikasari,Mustikasari ,Kota Bekasi ,Jawa Barat ,Indonesia ,17157;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2672;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;POS UTAMA TAMAN BUMYRAGA RW. 21;Mustika Jaya, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17155;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2673;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;SEKRETARIAT RT. 005;PERUM TAMAN ALAMANDA II BLOK EF RT. 005, RW. 006, KEL. MUSTIKAJAYA, KEC. MUSTIKAJAYA;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2674;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;POS KAMLING / LAPANGAN VOLLY BALL;POS KAMLING / LAPANGAN VOLLY BALL, PONDOK TIMUR INDAH II RT.010/RW.007, Kel. Mustikasari,Mustikasari ,Kota Bekasi ,Jawa Barat ,Indonesia ,17157;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2675;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;POS RONDA;POS RONDA RT. 002 RW. 009, kel. Cimuning,Mustikajaya ,Kota Bekasi ,Jawa Barat ,Indonesia ,17155;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2676;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;KANTOR SEKRETARIAT RW.10;Taman Alamanda 2 RW.10;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2677;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;TPQ NURUL FURQON NIHAYATUL AMAL;TPQ NURUL FURQON NIHAYATUL AMAL, RT. 002 RW. 009, kel. Mustikajaya,Mustikajaya ,Kota Bekasi ,Jawa Barat ,Indonesia ,17158;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2678;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Rth Rw 018;Kelurahan Cimuning Rw 018;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2679;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Kelurahan Cimuning;Jl. Lele No.69;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2680;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw 015;Jl. Murai 6 Blok H Btr;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2681;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rt 04/015;Jl. Murai 6 Blok H Btr;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2682;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Taman Makan Dan Kuliner;Jl. Glatik Blok G Rt 001/019Rw.019;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2683;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Danau Btr 3;Rt.009/Rw.022, Cimuning, Mustika Jaya;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2684;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Kelurahan Mustika Jaya;Jl. Mustikajaya Raya No.56;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2685;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Fasum/ Fasos;Claster Pesona Lareno. Jl.Busidin Rt.03 Rw 02;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2686;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Kelurahan Mustikasari;Jl. Mandor Demang No.9;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2687;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Kelurahan Pedurenan;Jl. Raya Bantargebang Setu Km.3,5;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2688;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Rumah Singgah Kota Bekasi;Jl.Bengkong Rt.04/03;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2689;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw.22;Perum Grand Regency Rt.005 Rw.22;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2690;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw.22;Perum Mutiara Gading Timur Blok H.9 Rt.04 Rw.33;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2691;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Rumah Pintar;Kp. Ciketing Asem Jaya Rt. 001 Rw. 006;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2692;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Fasos Fasum;Kp. Ciketing Rt. 007 Rw. 006;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2693;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pendopo Victoria;Mutiara Gading Timur Blok Q Rt. 007 Rw. 025;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2694;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Sekretariat Rw 027;Perum Bkkbn Rt. 006 Rw. 027;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2695;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Sekretariat Rw 031;Mutiara Gading Timur Blok L Rt. 003 Rw. 031;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2696;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pendopo Rt;Perum Bumyagara Blok G Rt. 001 Rw. 033;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2697;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Taman Dan Tanaman Apotik Hidup;Kavling Chandra Mustika Blok. B Rt. 04/06;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2698;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pos Kamling, Balai, Rw Toga Dan Lapangan;Pondok Timur Indah Ii Rt 013/007;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2699;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Rw 009;Perum Griya Mustika Rt 005/009;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2700;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Masjid Al-Itihad;Perumgriya Mustika Rt.001/009;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2701;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Lapangan Kelurahan Padurenan;Jl. Bantargebang Setu Rt 002/007;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2702;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Sekretariat Bersama;Jl. Kelapa Dua Rt 002/007;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2703;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Masjid Nurul Amal;Kp. Cibitung Rt 002/006;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2704;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rt;Jl. Niin Rt.002/002;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2705;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Gerbang Dukuh Zamrud Utara;Perum Dukuh Zamrud Blok U Rw 010;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2706;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Gerbang Rw 12 Blok I;Dukuh Zamrud Blok 1 Rt 002/012;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2707;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw;Gerbang Utama Btr Kantor Rw 014;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2708;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Gedung Serbaguna;Perum Bekasi Timur Regensi Rt 008/016;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2709;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pospol;Jl. Bekasi Timur Regensi 3 Rw 022;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2710;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw 20;Perum Bekasi Timur Regensi Cluster Rt 001/20;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2711;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pos Kamling Rt.02;Jl. Bahagia 2 Blok B Rt.013 Rw.07;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2712;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pos Keamanan Rw;Perum Alamanda Ii Rw. 010;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2713;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw;Perum Alamanda Ii Rt. 008/010;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2714;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Rooftop Balai Rw.002;Cluster Pesona Loreno B 8/9 Rt.003 Rw.002;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2715;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Sekretariat Rw.04;Jl. Elang Raya, Pondok Timur 1;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2716;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Lapangan Futsal, Taman Dan Sekretariat;Perum Graha Harapan Blok Aa Rt.004 Rw.014;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2717;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pasar Alam Vida;Jl. Alun-Alun Selatan No 78 Rt003/016;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2718;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Masjid Miftahul Huda;Jl. Bantargebang Setu Rt 001/003;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2719;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Sekretariat RW 013;Bekasi Timur Regensi 1 Blok E, Kelurahan Cimuning;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2720;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;RT 006 RW 009;Jl Safir III RT 006 RW 009, Mustikasari, Mustikajaya;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2721;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;RT 006 RW 012;JL Berlian RT 006 RW 012 Kel. Cimuning, Kec. Mustika Jaya;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2722;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Pendopo Rw.019;Graha Harapan Blok A Rt.003/019;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2723;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Gedung Serbaguna;Kp Padurenan Rt.001 Rw.001;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2724;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Majelis Aldabr;Kp.Cimuning Rt.001 Rw.007;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2725;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Lapangan Taman Griya;Rw.009 Mustikasari;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2726;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Kantor Katar & Pkk Kecamatan Mustika Jaya;Rt.002 Rw.011 Kantor Kecamatan Mustikajaya;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2727;JAWA BARAT;KOTA BEKASI;MUSTIKAJAYA;Camping Ground Cipeucang;Jl. Bekasi Timur Regensi 3, RT.009/RW.022, Cimuning, Kec. Mustika Jaya, Kota Bks, Jawa Barat 17155;2024;KOTA BEKASI_MUSTIKAJAYA;-62.965.187;1.070.343.042;-62.349.858;1.069.945.444
2728;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;BALAI WARGA DEPKES I;BALAI WARGA DEPKES I, KELURAHAN JATIBENING,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17412;2024;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2729;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POS KEAMANAN RW.015;JL. BINALONTAR RAYA NO.70 RT.002 RW.015KEL. JATIWARINGINKEC. PONDOKGEDE08159958134/EDDY;2024;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2730;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POS KAMLING RT.006;JL. CELEPUK 4 KAV.ARTHA KENCANA 2 RT.006/012KEL. JATIMAKMURKEC. PONDOKGEDE;2024;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2731;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;MASJID AL ALBROR;JL. KEMANG SARI NO.49, RT.006/RW.004, JATIBENING BARU, KEC. PD. GEDE, KOTA BKS, JAWA BARAT 17412;2024;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2732;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POS RT.07 RW.06;JL. RAWA INDAH RT.07 RW.06 KEL. JATICEMPAKA KEC. PONDOKGEDE;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2733;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT RW.04;Jl. Raya Jatiwaringin;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2734;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;SEKRETARIAT RW.09;Jl. Unkris RT.005 RW.09;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2735;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;LAPANGAN MATOA TUGU;Jl.H. Muhyin RT.05 RW.06;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2736;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT & BALAI RT.01;KANTOR SEKRETARIAT & BALAI RT. 001, RT. 001 RW. 005,KEL. JATIWARINGINKEC. PONDOK GEDE089602975207 (GUNAWAN);2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2737;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT RW. 007;Kantor Sekretariat RW 007, JL. Jatiroto 3 No 160 RT 001 RW 007 (tikor: RT.011/RW.007) Jaticempaka,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2738;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT RW. 005 JL. H. MAHDI;Kantor Sekretariat RW. 005, JL. H. Mahdi Rt 006 Rw 005 (tikor: Jl. Radar Selatan II No.60, RT.004/RW.005), Jaticempaka,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17416;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2739;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT RW. 005 JL. KEAHLIAN;Kantor Sekretariat RW. 005, JL. Keahlian Rt 004 Rw 005, (tikor : RT.005/RW.005), Jaticempaka,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,13620;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2740;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT RW. 010;Fasilitas Umum Jl. Tugu 1RT 001 RW 010 Kelurahan Jaticempaka , kecamatan Pondok Gede , Kota Bekasi , Jawa Barat , Indonesia , 17411;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2741;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;KANTOR SEKRETARIAT RW. 012;Kantor Sekretariat RW. 012, JL. Kp. Kemang GG Ceramai RT 001 Rw 012 (tikor : Jl. Masjid Raya No.68, RT.001/RW.012), Jaticempaka,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17411;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2742;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;AULA RW.10;Komplek DDN RT.03 RW.10;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2743;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;MASJID AL-HIKMAH;Masjid Al-Hikmah, Jl. Kemang Pulo Rt 001 Rw 009 (tikor : RT.006/RW.009), Jatibening Baru,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17421;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2744;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;MUSHOLLA AL-GHIFARI;Musholla Al-Ghifari, KP KEMANG RT 005 RW 07 (Masjid Jami Al-Arifiyah RT 06 RW 07 NO 58, RT.005/RW.007, Jatiwaringin,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17411;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2745;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;MUSHOLLA AL-MUFLIHIN;Musholla Al-Muflihin, Jl. Swadaya 5 No.64 RT. 005 RW. 002,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2746;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POS KEAMANAN RT. 001 RW. 001;POS KEAMANAN RT. 001 RW. 001, KELURAHAN JATIBENING,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17412;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2747;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POS KEAMANAN RT. 002 RW. 003;POS KEAMANAN RT. 002 RW. 003, KELURAHAN JATIBENING,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17412;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2748;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POS KEAMANAN KEMANG SARI;Pos Keamanan, Jl. Kemang Sari Raya RT. 001 RW. 011 (tikor: Jl. Kemang Sari 7-9, RT.001/RW.011), Jatibening Baru,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17421;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2749;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POSBINDU RW. 001;Posbindu RW. 001, JL. MASJID 1 NURUL IHSAN RT 004 RW 001 (tikor : RT.003/RW.001), Jatiwaringin,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2750;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POSYANDU MAWAR JATIWARINGIN;Posyandu Mawar, JL. TARUNA 2 RT 002 RW 002 (tikor : Jl. Taruna II 9-78, RT.006/RW.002, Jatiwaringin,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17411;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
2751;JAWA BARAT;KOTA BEKASI;PONDOKGEDE;POSYANDU MERAK JATIBENING;Posyandu Merak Jatibening, Jl. Jatayu Raya, RT.012/RW.013, Jatibening,Pondok Gede ,Kota Bekasi ,Jawa Barat ,Indonesia ,17412;2025;KOTA BEKASI_PONDOKGEDE;-63.008.491;1.069.711.137;-62.349.858;1.069.945.444
